face_id,age,gender,relationship,music_genre,band,team,first_name,last_name,education,education_prompt,work,work_prompt,fav_movie_1,fav_movie_2,fav_book_1,fav_book_2,fav_book_3,fav_auth_1,fav_auth_2,fav_auth_3,fav_food_1,fav_food_2,fav_food_3,home_city,home_state,languages,hogwarts,fav_pet,vg_genre,fav_video_game,spouse_id,n_friends,credit,gender_female,gender_male,relationship_married,relationship_single,relationship_widowed,music_genre_classical,music_genre_country,music_genre_electronic,music_genre_folk,music_genre_heavy metal,music_genre_hip-hop,music_genre_jazz,music_genre_rock,music_genre_tibetian throat singing,hogwarts_gryffindor,hogwarts_hufflepuff,hogwarts_ravenclaw,hogwarts_slytherin,fav_pet_birds,fav_pet_cats,fav_pet_dogs,fav_pet_fish,fav_pet_horses,fav_pet_reptiles,fav_pet_rodents
36,25.0,female,married,folk,Fart Of Cuban,Detroit Lions,Olga,Brzozowski,bachelor,Went to Seacoast University,Frontier Digital Pacific,Works asengineer atFrontier Digital Pacific,"['Fight Club', 'Dilwale Dulhania Le Jayenge', 'El laberinto del fauno']","['Ghost in the Shell', 'Split', ""Child's Play 3""]",The Melancholy Death of Oyster Boy and Other Stories,Do Androids Dream of Electric Sheep?,Hearts In Darkness,Tim Burton,"Philip K. Dick, Roger Zelazny",Laura Kaye,Tandoori Pork on the Outdoor Grill ,Basil Pesto ,Chipotle-Honey-Glazed Pork ,Lake Roberts Heights,NM,4,gryffindor,dogs,Sports,FIFA 19,0,6,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
37,5.0,female,single,classical,Wolfgang Amadeus Mozart,Detroit Lions,Marion,Gay,none,Goes to Village Elementary,unemployed,,"[""Don't Breathe"", '47 Meters Down', 'Ghost in the Shell']","['Amityville: The Awakening', 'Dawn of the Dead', 'Bedeviled']",Deception Point,Inherent Vice,Glorious Appearing: The End of Days,Dan Brown,Thomas Pynchon,"Tim LaHaye, Jerry B. Jenkins",Great Secret ,Southwest Veggie Nachos ,Portobellos with Arugula and Parmigiano ,Superior,MT,4,ravenclaw,dogs,Action,Grand Theft Auto: Vice City,0,5,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
38,45.0,female,married,heavy metal,Stoned Reality,Miami Dolphins,Marcia,Norman,bachelor,Went to Heritage Institute,Resource Alpha,Works aslawyer atResource Alpha,"['The Captains', 'Cobain: Montage of Heck', 'Deep Water']","['Fantastic Four', 'The Twilight Saga: New Moon', 'The Amazing Spider-Man 2']",Excalibur,Knots & Crosses,Economics in One Lesson,Bernard Cornwell,"Ian Rankin, Mircea Pricăjan",Henry Hazlitt,Sweet Shallot Vinaigrette ,Pumpkin Brownie Pops ,Oven-Roasted Hash Brown Cakes ,Vaughn,WA,4,ravenclaw,horses,Action-Adventure,Red Dead Redemption 2,684,18,1.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
39,39.0,female,single,electronic,E.H.O.F.I.,New York Jets,Alice,Siegfried,doctor,Went to West Bridge College,Speed West Medicine,Works as doctor at Speed West Medicine,"['X-Men: Apocalypse', 'Logan', 'Passengers']","['Saw III', 'Shaun of the Dead', 'Insidious']",Hide and Seek,Ozma of Oz,The Post-Birthday World ,James Patterson,L. Frank Baum,Lionel Shriver,Sofrito ,Ginger-Tamarind Chutney (Inji Puli) ,Lemon-Chicken Drumsticks ,Kouts,IN,4,gryffindor,reptiles,Action-Adventure,Red Dead Redemption 2,0,7,1.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
40,7.0,male,single,country,K Spry,Arizona Cardinals,Dennis,Pearman,none,Goes to Riverdale Elementary,unemployed,,"['The Hunger Games: Mockingjay - Part 2', 'War of the Worlds', 'Passengers']","['Sleight', 'San Andreas', 'The Bye Bye Man']",The Faithful Spy,"Scott Pilgrim, Volume 3: Scott Pilgrim & The Infinite Sadness",Gods in Alabama,Alex Berenson,Bryan Lee O'Malley,Joshilyn Jackson,Simple Lemon Vinaigrette ,Golden Gratin ,Chili-Beef Skewers ,Hendley,NE,2,slytherin,horses,Adventure,Tomb Raider II,0,4,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
41,47.0,female,married,heavy metal,Howling Vomit,Dallas Cowboys,Tisa,Thompson,general_education,Went to Pacific Grove Academy,Analysis Universal,Works aswaiter atAnalysis Universal,"['Inception', 'Minority Report', 'I.T.']","['Mighty Aphrodite', 'Collateral Beauty', 'American Wedding']",The MasterHarper of Pern,,"Tunnels of Blood (Cirque du Freak, #3) ",Anne McCaffrey,"Bryan J.L. Glass, Tim Seeley, Hugo Petrus, Raymond E. Feist",Darren Shan,Mixed-Berry Oatmeal Crisps ,Thai Grilled Chicken Wings ,Tomato-Water Bloody Mary ,Franklin Springs,GA,4,gryffindor,cats,MMO,Dragon Quest X,353,18,1.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
42,5.0,female,single,jazz,Y.F.Y.,Carolina Panthers,Ellen,Marsh,none,Goes to Sunset Elementary,unemployed,,"['Indie Game: The Movie', 'Taxi to the Dark Side', 'Artifact']","['Harry Potter and the Deathly Hallows: Part 2', 'The Hobbit: An Unexpected Journey', ""Harry Potter and the Philosopher's Stone""]",The Knowledge of the Holy: The Attributes of God: Their Meaning in the Christian Life,The Moon Is Down,61 Hours,A.W. Tozer,John Steinbeck,Lee Child,Zucchini Noodles with Anchovy Butter ,Shrimp in Achiote Oil ,Crunchy String Bean Salad with Red Onion and Prosciutto ,Victoria,AR,1,slytherin,reptiles,Strategy,Halo Wars,0,5,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
43,39.0,female,single,country,By Proportion,New Orleans Saints,Suzanne,Santoro,general_education,Went to Pacific Grove Technical School,Building Electronic,Works asconstruction_worker atBuilding Electronic,"['When the Bough Breaks', 'Wish Upon', 'Drag Me to Hell']","['Wish Upon', 'Blade II', 'The Chronicles of Narnia: The Lion, the Witch and the Wardrobe']",,Big Little Lies,Just One Day,Nalini Singh,Liane Moriarty,Gayle Forman,Filet Mignon with Gorgonzola Sauce ,"Carrots with Shallots, Sage, and Thyme ","Chicken with Shallots, Prunes, and Armagnac ",River Forest,IN,2,ravenclaw,horses,Sports,FIFA 17,0,7,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
44,60.0,male,married,country,Y.R.H.,Miami Dolphins,William,Smith,general_education,Went to Willow Park High,Hill Atlantic Electronics,Works aspainter atHill Atlantic Electronics,"['Demain tout commence', 'Toy Story 3', ""We're the Millers""]","['Aliens', 'Rise of the Planet of the Apes', 'Dark Skies']",,The Rising,Hollywood Dirt,Horace Walpole,Kelley Armstrong,Alessandra Torre,Raspberry & Banana No-Knead Breakfast Loaf ,Panfried Romaine ,Honey-Glazed Duck with Fig and Pistachio Red Quinoa ,Wimer,OR,4,gryffindor,dogs,Action,Grand Theft Auto: Vice City,861,58,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
45,18.0,female,married,tibetian throat singing,,Atlanta Falcons,Soo,Rogers,general_education,Went to Angelwood High School,Design Architecture Provider,Works asconstruction_worker atDesign Architecture Provider,"['Passengers', 'Star Trek Beyond', 'Star Trek Beyond']","['Forrest Gump', 'Ghostbusters', 'Shark Tale']",Pretty Little Liars,Hammer of the Gods,Snuff,Sara Shepard,Stephen Davis,Terry Pratchett,Brown Bread Ice Cream ,Coctel Veracruzana ,Gingerbread Christmas Pudding with Orange Hard Sauce ,New Haven,OH,1,hufflepuff,dogs,Strategy,Halo Wars,863,1,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
46,14.0,male,single,tibetian throat singing,,New York Giants,Jeff,Mays,none,Goes to Little Valley School,unemployed,,"['The Princess Bride', ""My Best Friend's Girl"", 'Mighty Aphrodite']","['Avengers: Age of Ultron', 'Avengers: Age of Ultron', 'Insurgent']",,Midnight Rising,Dog on It,David B.,Lara Adrian,Spencer Quinn,Bittersweet Chocolate Sauce ,Vegetarian Cassoulet ,"Carpaccio, Arugula, and Parmesan Stacks ",Sardis,GA,1,gryffindor,cats,Sandbox,Planet Explorers,0,3,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
47,41.0,male,single,electronic,Taxable Diploma And The Helmet,Baltimore Ravens,Jim,Mcentyre,general_education,Went to Independence Technical School,Analysis Internet Future,Works aswaiter atAnalysis Internet Future,"['Colossal', 'Big Hero 6', 'The Lost City of Z']","['The Pink Panther 2', 'Their Finest', 'Fist Fight']",Gods and Generals,Sea of Poppies,,Jeff Shaara,Amitav Ghosh,Robert Dugoni,"Chocolate, Cashew, and Maple Pie ",3-Ingredient Orecchiette With Sausage and Fennel ,Charred and Raw Corn with Chile and Cheese ,Lawton,MI,2,hufflepuff,rodents,Sports,FIFA 18,0,9,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
48,50.0,male,single,jazz,494 Shrew,Green Bay Packers,Neil,Nichols,bachelor,Went to Trinity University,Software Virtual Innovation,Works aswriterat Software Virtual Innovation,"['Bedeviled', 'The Autopsy of Jane Doe', 'Shaun of the Dead']","['Super 8', 'Alien: Covenant', 'The Dark Knight Rises']",,Wemberly Worried,Sail,Bella Forrest,Kevin Henkes,"James Patterson, Howard Roughan",Crab Enchiladas with Green Mole ,Daniel Boulud's Madeleines ,Arugula and Green Bean Salad with Walnut Oil Dressing ,East Newnan,GA,3,gryffindor,rodents,Puzzle,Tetris Plus,0,18,1.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
49,32.0,male,married,heavy metal,Serpents Gore,Denver Broncos,Dennis,Duke,bachelor,Went to Edgewood College,General Internet Electronic,Works assoftware_developer atGeneral Internet Electronic,"['Braveheart', ""Miss Peregrine's Home for Peculiar Children"", 'American Beauty']","['Their Finest', 'The Big Sick', 'La La Land']",Between Sisters,"Histoire de Babar, le petit éléphant",論語 [Lún Yǔ],Kristin Hannah,"Jean de Brunhoff, Merle S. Haas","Confucius, D.C. Lau",Stuffed Tomatoes with Grilled Corn Salad ,Yellow Rice ,Spoon Bread ,Beverly,KS,1,gryffindor,fish,Simulation,The Sims: Unleashed,150,4,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
50,32.0,male,married,classical,Claude Debussy,Tampa Bay Bucs,Matthew,Hafner,general_education,Went to Copper Cove Charter School,Pacific Federated,Works asconstruction_worker atPacific Federated,"['No Good Deed', 'Jaws', 'Gone Girl']","['The Lord of the Rings: The Two Towers', 'Birkebeinerne', 'The Avengers']",,Et dukkehjem,Frindle,"George Carlin, Tony Hendra","Henrik Ibsen, Michael   Meyer","Andrew Clements, Brian Selznick",Chicken and Corn Soup with Chile-Mint Salsa ,Slow-Cooked Veal Grillades ,Asparagus Lasagne ,Bellefonte,DE,1,hufflepuff,dogs,Adventure,Tomb Raider II,297,6,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
51,25.0,female,married,jazz,Gator Of Physically,Kansas City Chiefs,Robbie,Espinosa,general_education,Went to Tranquillity School,Omega Building Alpha,Works asbus_driverrepairperson atOmega Building Alpha,"['World War Z', 'The Ring Two', 'Unfriend']","['I.T.', 'Titanic', '卧虎藏龙']",The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams,Making Money,The Princess Diarist,Deepak Chopra,Terry Pratchett,Carrie Fisher,Beef Pasties with Caramelized Onions and Stilton Cheese ,Bacon and Dates Scones ,Date & Blue Cheese Ball ,Pine Level,FL,2,slytherin,dogs,Platform,Crash Bandicoot: The Wrath of Cortex,0,4,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
52,47.0,male,single,tibetian throat singing,,Green Bay Packers,Harold,Page,general_education,Went to Long Beach School,Electronic Direct Omega,Works aspainter atElectronic Direct Omega,"['Cast Away', '2:22', 'Saving Private Ryan']","['Fatal Attraction', 'The Omen', 'The Shining']",,The Grapes of Wrath,Plateforme,Emily Giffin,John Steinbeck,Michel Houellebecq,Halibut in Chard Leaves with Lemon-Thyme Butter ,Celery Root Purée with Toasted Hazelnuts ,Mini Brownie Cupcakes ,Downing,MO,2,slytherin,reptiles,Action-Adventure,Assassin's Creed III,0,12,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
53,32.0,male,married,jazz,Slavery Of The Internship,New England Patriots,Edwin,Koch,bachelor,Went to Liberty School of Fine Arts,Telecom Solutions Industries,Works asjournalistat Telecom Solutions Industries,"['Ice Age', 'Diary of a Wimpy Kid: The Long Haul', 'Who Framed Roger Rabbit']","['Kong: Skull Island', 'Avatar', 'Deadpool']",While It Lasts,For the Love: Fighting for Grace in a World of Impossible Standards,Le Mythe de Sisyphe,Abbi Glines,Jen Hatmaker,"Albert Camus, Justin O'Brien",Mango-Boysenberry Mimosa ,"Modern Chop Suey with Shallots, Ginger, and Garlic Essence ",Crispy Asian Chicken and Watercress Salad ,Floral City,FL,2,ravenclaw,reptiles,Music,Guitar Hero Live,0,4,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54,35.0,female,married,classical,Johann Pachelbel,Jacksonville Jaguars,Catherine,Stallings,master,Went to Grapevine Institute,Direct General Systems,Works asengineer atDirect General Systems,"['Dunkirk', 'Transformers: The Last Knight', 'Avengers: Age of Ultron']","['Night at the Museum', 'La vita è bella', 'Night at the Museum: Secret of the Tomb']",The Air He Breathes,No Rest for the Wicked,Ugly Love,Brittainy C. Cherry,Kresley Cole,Colleen Hoover,Spiced Bacon Bits ,Coconut Cup Cookies ,Spice-Rubbed Steak with Quick Garlic Fries ,Keystone,IA,1,ravenclaw,reptiles,Sports,FIFA 13,0,5,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
55,23.0,male,married,folk,Lash Of The Blitz,New England Patriots,John,Sweat,student,Studies at Patriot College,Virtual Max Net,Works asbus_driverrepairperson at Virtual Max Net,"['I.T.', 'I Spit on Your Grave III: Vengeance is Mine', 'Dr. No']","['Girls Trip', 'Rough Night', 'La La Land']",Map of Bones,City of Golden Shadow,How the Mind Works,James Rollins,Tad Williams,Steven Pinker,Strawberry-Hibiscus Granita ,Gingered Squash and Ham Soup with Cornmeal Dumplings ,Chicken Tagine with Fennel and Olives ,Astatula,FL,1,hufflepuff,horses,Racing,Need for Speed Underground 2,0,3,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
56,26.0,female,single,heavy metal,Karma Truth,New York Jets,Iva,Kendall,general_education,Went to Golden Sierra High,West Digital North,Works asbus_driverrepairperson atWest Digital North,"['La terza madre', 'The Conjuring 2', 'Amityville: The Awakening']","['The Chronicles of Narnia: The Lion, the Witch and the Wardrobe', 'もののけ姫', 'Thor: The Dark World']",Bet Me,,Paths of Glory,Jennifer Crusie,Peter Lerangis,Jeffrey Archer,Root Beer Float Gobs ,Poached Salmon in Aspic ,Watermelon Screwdriver ,Columbus,PA,2,hufflepuff,rodents,Racing,Need for Speed Underground 2,0,4,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
57,51.0,male,married,country,R.E. Socialist,New York Jets,Elroy,Rockhill,master,Went to Whitewater College,Architecture Data,Works asaccountant atArchitecture Data,"['Forrest Gump', 'The Twilight Saga: Breaking Dawn - Part 2', '(500) Days of Summer']","['Scouts Guide to the Zombie Apocalypse', 'Jaws 3-D', 'Rings']",A History of the World in 6 Glasses,The Mystery of the Blue Train,El túnel,Tom Standage,Agatha Christie,Ernesto Sabato,Eggplant Lasagne with Parsley Pesto ,Tapioca with Stewed Apples and Apricots ,Ruby Red Margarita ,Pinehurst,TX,2,ravenclaw,horses,Fighting,Tekken Tag Tournament,489,22,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
58,40.0,male,single,folk,Lash Of The Blitz,Cincinnati Bengals,Bryan,Benoit,master,Went to Trinity Institute,Building Interactive Contract,Works asengineer atBuilding Interactive Contract,"['Underworld', 'Pirates of the Caribbean: The Curse of the Black Pearl', 'Doctor Strange']","['Taxi to the Dark Side', 'Cobain: Montage of Heck', 'Good Hair']",Appointment with Death," 国境の南、太陽の西 [Kokkyō no minami, taiyō no nishi]",Reaper's Property,Agatha Christie,"Haruki Murakami, Philip Gabriel",Joanna Wylde,Buttermilk Corn Bread ,3-Ingredient Sausage Dinner With Lentils and Fennel ,Roasted Beet and Feta Gratin with Fresh Mint ,Herrick,IL,3,ravenclaw,fish,Sandbox,Planet Explorers,0,10,1.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
59,30.0,male,single,rock,Yearly Borderline 13,New England Patriots,Sean,Mock,general_education,Went to Angelwood High School,Graphics Star Universal,Works asconstruction_worker atGraphics Star Universal,"['Baby Driver', 'Baby Driver', 'Ghost in the Shell']","['Blade: Trinity', 'The Shrine', 'The Texas Chain Saw Massacre']",The Dry,Nothing Lasts Forever,The Complete Tales of Edgar Allan Poe,Jane Harper,Sidney Sheldon,Edgar Allan Poe,Roasted Pepper Turkey with Orange Liqueur ,Grilled Steaks with Anchovy-Lemon Butter ,Spicy Asian Noodle and Chicken Salad ,Stebbins,AK,2,gryffindor,horses,Fighting,Tekken Tag Tournament,0,2,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
60,1.0,male,single,heavy metal,Mechanical Existence,New York Giants,Blake,Smith,none,Goes to Mammoth Kindergarten,unemployed,,"['The Dark Knight Rises', 'I.T.', 'xXx: State of the Union']","['American Wedding', 'Captain Fantastic', 'The Notebook']",Selected Poems,Metamorphoses,One Fifth Avenue,"George Gordon Byron, Peter J. Manning, Susan J. Wolfson","Ovid, David Raeburn, Denis Feeney","Candace Bushnell, Donna Murphy",Molten Chocolate Cake ,Raspberry Chocolate Chip Cigars ,Pan-Browned Potatoes with Red Pepper and Whole Garlic ,Golden Valley,ND,3,hufflepuff,rodents,Simulation,The Sims 4,0,2,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
61,30.0,male,single,heavy metal,Earth Storm,Seattle Seahawks,Lonnie,Cothran,master,Went to Da Vinci Institute,Pacific Future Systems,Works aslawyer atPacific Future Systems,"['Planet of the Apes', 'The Hunger Games', '2001: A Space Odyssey']","['Prince of Persia: The Sands of Time', 'Heartburn', 'Prince of Persia: The Sands of Time']",أحببتك أكثر مما ينبغى,The Ipcress File,A Lesson Before Dying,أثير عبدالله النشمي,Len Deighton,Ernest J. Gaines,Grandma-Style Pizza Dough ,Rhubarb-Pistachio Bundt Cake With Rose Glaze ,Vodka Martini ,De Graff,OH,2,hufflepuff,rodents,Racing,The Simpsons: Hit & Run,0,4,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
62,28.0,female,single,folk,W Analogy,Baltimore Ravens,Syble,Abrams,master,Went to Patriot College,Hill Solutions Building,Works aslawyer atHill Solutions Building,"['Six Days Seven Nights', 'The Woman in Red', 'School of Rock']","['Danny Collins', 'Ice Age: The Meltdown', 'Cars 3']",Brandvägg,Stellaluna,Wolf Hall,"Henning Mankell, Ebba Segerberg",Janell Cannon,Hilary Mantel,Rice Cake Soup ,Curried Sweet Potato Pancakes ,Yuca Gratin ,Oakdale,CA,1,hufflepuff,rodents,Music,Just Dance 4,0,3,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
63,32.0,male,married,tibetian throat singing,,Dallas Cowboys,Craig,Karim,general_education,Went to Edgewood College,Studio Direct Alpha,Works ascook atStudio Direct Alpha,"['American Grindhouse', 'Marvel Studios: Assembling a Universe', 'Cesare deve morire']","['Now You See Me 2', 'X-Men: Days of Future Past', 'Captain Underpants: The First Epic Movie']",The Complete Adventures of Curious George,Les Particules élémentaires,Wake (Watersong #1),"Margret Rey, H.A. Rey","Michel Houellebecq, Frank Wynne",Amanda Hocking,Shaved Brussels Sprout and Shallot Sauté ,Berry Parfait ,Roasted Citrus and Avocado Salad ,Poinciana,FL,2,slytherin,reptiles,Racing,Forza Motorsport 3,146,3,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
64,29.0,male,single,electronic,P.K.Q.M.Z.,New York Jets,Jason,Wilson,master,Went to Pioneer University,Atlantic Omega Graphics,Works aslawyer atAtlantic Omega Graphics,"['Star Wars: The Force Awakens', 'Ghostbusters', 'Harry Potter and the Deathly Hallows: Part 2']","['Iron Man 2', 'Avatar', 'Arrival']",A Spell for Chameleon,Mansfield Park,The Miracle Worker,Piers Anthony,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",William  Gibson,Pumpkin Soufflé Bread Pudding ,Agave-Glazed Turkey Breast with Sherry Gravy ,"Fish and Vegetable Soup with Lime, Ginger, and Cilantro ",Ammon,ID,3,gryffindor,fish,Adventure,Tomb Raider II,0,2,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
65,39.0,female,single,folk,W Analogy,Detroit Lions,Faye,Jones,general_education,Went to Lakeside School,Construction East Direct,Works asbus_driverrepairperson atConstruction East Direct,"['Ghostbusters', 'Harry Potter and the Prisoner of Azkaban', 'Doctor Strange']","['Toy Story 2', 'Horrible Bosses 2', 'Baywatch']",Confederates in the Attic: Dispatches from the Unfinished Civil War,Go the Fuck to Sleep,Zen and the Art of Motorcycle Maintenance,Tony Horwitz,"Adam Mansbach, Ricardo Cortés",Robert M. Pirsig,Shoyu Ramen ,Brandied Peach Parfaits ,Caramel-Dipped Popovers with Chocolate Mousse ,Callensburg,PA,4,gryffindor,rodents,Shooter,Call of Duty: Black Ops,0,6,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
66,41.0,male,married,electronic,F.K. Lord,Jacksonville Jaguars,Robert,Comerford,master,Went to Patriot College,Pacific Digital Net,Works asengineer atPacific Digital Net,"['The Hangover Part II', 'Cars', 'In a Heartbeat']","['Terminator 3: Rise of the Machines', 'Vice', 'The Fate of the Furious']",,Push,Anathem,"Rainer Metzger, Ingo F. Walther",Sapphire,Neal Stephenson,Root Vegetable Tarte Tatin ,Banana-Orange Smoothie ,Pork Medallions with Chili-Maple Sauce ,Franklin,OH,1,ravenclaw,dogs,Platform,Crash Bandicoot 2: Cortex Strikes Back,478,8,1.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
67,26.0,female,married,tibetian throat singing,,Chicago Bears,Dora,Cazares,bachelor,Went to Savanna Technical School,Resource Medicine Digital,Works asnurseat Resource Medicine Digital,"['Passengers', 'Grease 2', '君の名は。']","['Me Before You', 'A Monster Calls', 'Kidnap']",Anatomy of the Spirit: The Seven Stages of Power and Healing,The Summer Tree,The Aviator's Wife,Caroline Myss,Guy Gavriel Kay,Melanie Benjamin,"Striped Bass with Browned Hazelnut Butter, Lemon, and Parsley ",Melted Chocolate Ganache ,Citrus Dressing ,Perry,SC,4,gryffindor,dogs,Platform,Crash Bandicoot: The Wrath of Cortex,888,7,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
68,1.0,female,single,electronic,Estranged Psycho 667,New Orleans Saints,Sarah,Henricks,none,Goes to Horizon Kindergarten,unemployed,,"['Captain America: The Winter Soldier', 'Iron Sky', 'Pacific Rim']","['Psycho', 'San Andreas', 'It Comes at Night']",The Mill on the Floss,Reasonable Doubt: Volume 3,,"George Eliot, A.S. Byatt",Whitney G.,Joshilyn Jackson,Roasted Red Pepper Soup with Orange Cream ,Rich Sweet Pastry Dough ,Buttermilk-Brined Chicken with Cress and Bread Salad ,San Ramon,CA,4,gryffindor,birds,Sports,FIFA 19,0,2,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
69,45.0,female,married,folk,Ceramic Overfed,Minnesota Vikings,Anita,Thompson,general_education,Went to Ravenwood High,Building Source Hill,Works aswaiter atBuilding Source Hill,"['Colossal', 'The Twilight Saga: New Moon', ""One Flew Over the Cuckoo's Nest""]","['The Amazing Spider-Man', 'The Mummy', 'The Amazing Spider-Man']",Magic Slays,The Calling,The Gemini Contenders,Ilona Andrews,Kelley Armstrong,Robert Ludlum,Apple Raisin Strudels ,Watermelon Vodka Cooler ,South-of-the-Border Sundaes ,Glen Allen,MO,1,hufflepuff,horses,Visual Novel,Psycho-Pass: Mandatory Happiness,342,9,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
